date,rating,review
2019.04.27. 08:56,"별점(10점 만점 중)
8",타노스가 아주 약간 허무하게 죽은듯 그게 넘 아쉽네요
2019.10.13. 22:03,"별점(10점 만점 중)
10",인생영화 말그대로 엔드게임
2019.10.12. 20:51,"별점(10점 만점 중)
9",최근 본 영화중에 몰입도나 흥미도가 가장 높았던 영홛...
2019.10.06. 23:13,"별점(10점 만점 중)
8",MCU 팬들은 꼭 봐야하는 영화
2019.10.03. 23:45,"별점(10점 만점 중)
8",마블 영화를 이 영화를 통해 관심갖게 됨.
2019.10.02. 20:59,"별점(10점 만점 중)
10",시리즈를 다봐야재밌는거군요처음보니 전 뭐가 뭔지 하나도 모르겠더라구요
2019.10.02. 19:03,"별점(10점 만점 중)
10",영상미가 뛰어나고 탄탄한 스토리로 감동적이였음
2019.10.02. 19:01,"별점(10점 만점 중)
10",잼있네요 잼있네요..
2019.10.02. 15:23,"별점(10점 만점 중)
10",재밌음
2019.09.18. 17:21,"별점(10점 만점 중)
10",토니가 죽었을떄 내 심장도 같이 죽었다
2019.09.15. 00:38,"별점(10점 만점 중)
10",역시 갓벤져스...끝나지 말아요...ㅠㅠ
2019.09.14. 22:54,"별점(10점 만점 중)
8",어벤져스 시리즈 중 가장 화려한 액션이 제일 볼만 하고 스토리 자체는 전편과 비슷함
2019.09.10. 19:05,"별점(10점 만점 중)
10",전설의 대장식은 언제나 감동
2019.09.08. 22:12,"별점(10점 만점 중)
10",엔드게임 진짜 믿고보는 핵 존잼이었다
2019.08.30. 23:46,"별점(10점 만점 중)
10",재밌어요~ 꼭봐야합니당
2019.08.18. 20:04,"별점(10점 만점 중)
10","보고 또 봐도 넘 감동적ㅠㅠ아이맥스, 4d로 다시 더 보고싶다ㅠㅜㅠ 재개봉 기원"
2019.08.18. 19:49,"별점(10점 만점 중)
10",진짜 너무 재밌게봤어요ㅠㅠ. 또보고픔ㅜ
2019.08.13. 01:08,"별점(10점 만점 중)
10",굿... 잼있습니다.
2019.08.12. 23:10,"별점(10점 만점 중)
10",영화를 세번봤네요.^^스타크여 영원하라!!
2019.07.31. 19:23,"별점(10점 만점 중)
10",네번 봤는데 볼때마다 울었음.... 어벤져스!!
2019.07.31. 14:16,"별점(10점 만점 중)
8",너무 재미있어서 눈물이난다
2019.07.31. 13:24,"별점(10점 만점 중)
10",3000만큼 사랑해 토니..
2019.07.31. 09:33,"별점(10점 만점 중)
10",마블의 한 페이즈를 끝내기에 완벽한 영화
2019.07.22. 16:32,"별점(10점 만점 중)
10",3000만큼 재밌습니다.
2019.07.21. 18:54,"별점(10점 만점 중)
10",아이언맨3000만큼 사랑해!
2019.07.21. 14:45,"별점(10점 만점 중)
10",어벤져스 엔드게임 재미있었습니다.
2019.07.21. 09:49,"별점(10점 만점 중)
10",아~ 역시 믿고 보는 디즈니 !!!
2019.07.07. 14:44,"별점(10점 만점 중)
10",재밋엉 Avengers Assemble!
2019.07.07. 14:21,"별점(10점 만점 중)
10",믿고보는 마블. 슬프지만..
2019.07.07. 09:08,"별점(10점 만점 중)
10",그야말로 끝장나는 영화
2019.07.07. 08:21,"별점(10점 만점 중)
10",어벤져스의 끝판왕..포에버어벤져스
2019.07.07. 03:44,"별점(10점 만점 중)
10",이렇게 슬픈영화라니 ㅠㅠ
2019.07.06. 23:18,"별점(10점 만점 중)
10","영화 보면서 엄청 울었어요 ㅠㅠㅠㅠ마블 최고의 걸작 ,,,"
2019.07.06. 22:54,"별점(10점 만점 중)
10",재개봉하면 다시봐야지
2019.07.02. 10:36,"별점(10점 만점 중)
10",20대 중반부터 함께 해온 오래된 친구를 보낸 것같았습니다...
2019.07.02. 08:17,"별점(10점 만점 중)
9","영화는 정말 좋았지만, 스포를 앞에서 당해서 9점입니다 영화 자체는 11년 동안의 마블을 정리하는 느낌이었고, 좋았습니다"
2019.07.02. 06:14,"별점(10점 만점 중)
10",ㅠㅠ 너무 슬프고 잼있엇어요
2019.07.01. 23:39,"별점(10점 만점 중)
10",인피니티 워보다 감동포인트가 많아서 휴지 한움큼 들고 봤는데 몽땅 축축해졌다는거... 그래도 앞으로 나올 신예들도 기대도 되고! 햄식이는 재계약했다고 하니까 토르는 볼 수 있겠지ㅠ...
2019.07.01. 22:58,"별점(10점 만점 중)
9",정말 이지 너무대박이었습니다.
2019.07.01. 22:22,"별점(10점 만점 중)
10",LOVE YOU 3000
2019.07.01. 22:20,"별점(10점 만점 중)
10",역시~~마블이네요 재밌어요
2019.07.01. 21:35,"별점(10점 만점 중)
10",존잼 극장에서 또 볼수 없는게 까비
2019.07.01. 21:01,"별점(10점 만점 중)
10",좋았음...구성도 탄탄하고
2019.07.01. 20:22,"별점(10점 만점 중)
10",너무 재밌어요ㅠㅠㅠㅠ
2019.07.01. 20:08,"별점(10점 만점 중)
10",안녕 나의 20대. 안녕 나의 영우들.
2019.07.01. 19:13,"별점(10점 만점 중)
10","재밌었어요 역시 마블,, 아이언맨 죽어서 너무 슬펐네요"
2019.07.01. 18:32,"별점(10점 만점 중)
10",기대만큼 멋있었어요~♥
2019.07.01. 16:35,"별점(10점 만점 중)
10",10 5졌다 그냥....
2019.07.01. 15:18,"별점(10점 만점 중)
10",마블은 역시 언제나 진리!
2019.06.30. 13:39,"별점(10점 만점 중)
10",액션영화계의 최고봉.
2019.06.30. 09:23,"별점(10점 만점 중)
9",재미있게 보았어요~^^
2019.06.30. 07:37,"별점(10점 만점 중)
10",기대한 만큼 재밌게 봤습니다 최고
2019.06.29. 18:50,"별점(10점 만점 중)
9",토니 3000만큼 사랑해여
2019.06.29. 18:05,"별점(10점 만점 중)
10",너무재밌고 또 너무재밌엇다
2019.06.29. 15:57,"별점(10점 만점 중)
10",어벤져스 엔드게임 굿 굿
